,Client_ID,Numero_de_Productos_Ordenados,ID,Lista_de_Volumenes_de_Productos,Volumen_Total
66,700105,20,"[18535, 39253, 20641, 37526, 39824, 46977, 34568, 16981, 14286, 46914, 34115, 17223, 19420, 34742, 23534, 109, 27156, 20672, 34043, 17508]","[0.006904, 0.0493, 0.000525, 0.02331, 0.028782, 0.06, 0.54717, 0.07246864, 0.001125, 0.006222, 0.000988, 0.00053854, 6.74e-06, 0.006729, 0.031977, 0.01146429, 0.0018891, 0.014321, 0.066485, 0.008312]",0.93851731
67,705385,1,[18164],[0.006222],0.006222
68,324045,1,[14835],[0.0170786],0.0170786
69,719498,1,[21234],[3e-05],3e-05
70,680722,1,[17377],[0.008],0.008
71,513635,1,[37583],[0.004511],0.004511
72,81792,1,[2226],[0.0009568],0.0009568
73,662119,1,[48397],[0.007427],0.007427
74,750180,1,[36014],[6.883e-05],6.883e-05
75,703027,1,[39597],[0.0009568],0.0009568
76,468603,1,[20308],[0.070148],0.070148
77,661497,1,[20641],[0.000525],0.000525
78,541400,1,[34324],[0.00108],0.00108
79,699050,1,[16272],[0.0009568],0.0009568
80,176054,1,[49517],[0.0263],0.0263
81,662631,1,[17529],[0.001],0.001
82,777980,1,[963],[0.0001],0.0001
83,126732,1,[30777],[0.0001],0.0001
84,391365,1,[48006],[0.000611],0.000611
85,701872,1,[17387],[0.0001],0.0001
86,812827,1,[46041],[3.85],3.85
87,796735,1,[40830],[1.751747],1.751747
88,592053,1,[18535],[0.006904],0.006904
89,627122,1,[17369],[0.001125],0.001125
90,721163,1,[47219],[1.276e-05],1.276e-05
91,324579,1,[2116],[0.001125],0.001125
92,372940,1,[35089],[0.01164375],0.01164375
93,541970,1,[11175],[8.75e-06],8.75e-06
94,182492,10,"[17737, 17749, 16822, 22776, 47132, 37520, 23611, 24471, 34437, 34673]","[0.018925, 0.001125, 0.000611, 0.00056, 0.0170786, 0.1277, 0.00101, 0.21735, 0.01, 1.1983904]",1.59275
95,661171,1,[48227],[0.002554],0.002554
96,743670,1,[35400],[0.071824],0.071824
97,326190,1,[34112],[0.00056],0.00056
98,176232,1,[50630],[0.1277],0.1277
99,447933,1,[23602],[0.006893],0.006893
100,827016,1,[34371],[0.013735],0.013735
101,687836,1,[47785],[0.00712041],0.00712041
102,654985,1,[1598],[0.000413],0.000413
103,668559,1,[17796],[0.001252],0.001252
104,703422,1,[1536],[0.004752],0.004752
105,322976,1,[49950],[0.28865747],0.28865747
106,640763,1,[47943],[0.0009568],0.0009568
107,706932,1,[17484],[0.18921641],0.18921641
108,7633,1,[48229],[0.00036575],0.00036575
109,613706,1,[13273],[1.6028],1.6028
110,468679,1,[39599],[0.0035606],0.0035606
111,717313,1,[33092],[1.181],1.181
112,724391,2,"[20176, 44451]","[0.0009568, 0.009683]",0.010639800000000001
113,692492,1,[46058],[0.08764034],0.08764034
114,324320,1,[26632],[0.002775],0.002775
115,543651,1,[35401],[0.001],0.001
116,391019,1,[36102],[0.00430529],0.00430529
117,695073,1,[24454],[0.0170786],0.0170786
118,644574,1,[17798],[0.002775],0.002775
119,325046,1,[34299],[0.0009568],0.0009568
120,681684,1,[47290],[0.00083164],0.00083164
121,634655,1,[33737],[0.000601],0.000601
122,830187,1,[49694],[0.0009568],0.0009568
123,323444,1,[11737],[0.00642],0.00642
124,798869,1,[34778],[0.000104],0.000104
125,326811,1,[35089],[0.01164375],0.01164375
126,537588,1,[34038],[0.04],0.04
127,814402,1,[20673],[0.214957],0.214957
128,28239,1,[16922],[0.013735],0.013735
129,322080,1,[47810],[0.0009568],0.0009568
130,805650,1,[27469],[0.006235],0.006235
131,652831,1,[47004],[0.0009568],0.0009568
132,672853,1,[17140],[6.135e-05],6.135e-05
133,613985,1,[2476],[0.0009568],0.0009568
134,725579,1,[37202],[0.0009958],0.0009958
135,512500,1,[9108],[0.14678133],0.14678133
136,623986,1,[24467],[0.0001],0.0001
137,447717,1,[28004],[0.0070748],0.0070748
138,723522,1,[37584],[1.555],1.555
139,739538,1,[34299],[0.0009568],0.0009568
140,764968,1,[34296],[0.0009568],0.0009568
141,816615,1,[1253],[0.0009323],0.0009323
142,624347,1,[30213],[0.071824],0.071824
143,98422,1,[37151],[0.10494707],0.10494707
144,926142,1,[34361],[1.276e-05],1.276e-05
145,543782,1,[39546],[0.81],0.81
146,318273,1,[34568],[0.54717],0.54717
147,682776,1,[20639],[0.05],0.05
148,336101,1,[23191],[0.061204],0.061204
149,176777,1,[17482],[0.178748],0.178748
150,541469,1,[17193],[0.9363],0.9363
151,627571,1,[24335],[0.0001],0.0001
152,748323,1,[20673],[0.214957],0.214957
153,710844,1,[40035],[0.001],0.001
154,794272,1,[37051],[0.141674],0.141674
155,300321,1,[30213],[0.071824],0.071824
156,798710,1,[47259],[0.003772],0.003772
157,336028,1,[34455],[0.025238],0.025238
158,830980,2,"[2556, 20518]","[0.08, 0.001]",0.081
159,723707,1,[27983],[0.0009568],0.0009568
160,830741,1,[2097],[0.022503],0.022503
161,611219,1,[1415],[0.556999],0.556999
162,614604,1,[2671],[0.253318],0.253318
163,733093,1,[34028],[0.0263],0.0263
164,744462,1,[35066],[0.17304],0.17304
165,465886,1,[34115],[0.000988],0.000988
166,805768,1,[34742],[0.006729],0.006729
167,337167,3,"[18535, 34308, 17093]","[0.006904, 0.002554, 0.0009958]",0.010453800000000001
168,642363,1,[45547],[0.004623],0.004623
169,713196,1,[199],[0.093329],0.093329
170,734248,1,[9836],[0.92],0.92
171,729456,1,[1984],[0.0009568],0.0009568
172,829053,1,[46662],[0.0001],0.0001
173,609036,1,[34780],[0.01653],0.01653
174,925720,1,[3309],[0.029647],0.029647
175,575603,1,[43167],[0.20382264],0.20382264
176,651471,1,[26632],[0.002775],0.002775
177,773386,1,[16922],[0.013735],0.013735
178,690203,1,[30213],[0.071824],0.071824
179,664425,1,[17703],[0.000611],0.000611
180,80869,1,[34812],[5.08e-06],5.08e-06
181,541370,1,[17397],[0.0009323],0.0009323
182,797076,1,[36104],[0.023],0.023
183,632495,1,[35400],[0.071824],0.071824
184,610684,1,[41913],[0.055245],0.055245
185,542189,1,[41647],[0.0010862],0.0010862
186,336019,1,[24467],[0.0001],0.0001
187,723159,1,[1427],[0.00036],0.00036
188,712248,1,[17439],[0.020912],0.020912
189,234443,1,[35693],[0.384],0.384
190,540037,1,[47785],[0.00712041],0.00712041
191,725764,1,[20254],[0.007427],0.007427
192,572892,1,[17144],[0.00037816],0.00037816
193,11472,1,[33352],[0.16],0.16
194,684957,1,[40652],[0.001],0.001
195,724107,1,[2490],[0.02671],0.02671
196,757113,1,[19841],[0.001],0.001
197,544062,1,[34483],[0.09],0.09
198,602723,1,[34025],[0.0062613],0.0062613
199,322813,1,[32062],[0.001],0.001
200,748990,1,[7487],[1.11],1.11
201,706655,1,[18164],[0.006222],0.006222
202,791244,1,[42710],[0.0009568],0.0009568
203,126372,1,[34068],[5.08e-06],5.08e-06
204,725875,1,[47004],[0.0009568],0.0009568
205,98289,1,[34182],[0.0002],0.0002
206,758909,1,[12950],[0.031952],0.031952
207,582711,1,[24371],[0.001],0.001
208,645549,1,[27525],[0.0009568],0.0009568
209,927089,1,[17177],[3e-05],3e-05
210,690342,1,[45854],[0.39166253],0.39166253
211,788243,1,[23723],[0.050597],0.050597
212,776673,1,[35870],[0.00189],0.00189
213,791519,1,[17208],[0.05936],0.05936
214,733949,1,[19723],[0.001],0.001
215,735913,1,[17491],[0.236],0.236
216,627827,1,[37526],[0.02331],0.02331
217,831097,1,[34568],[0.54717],0.54717
218,724811,1,[17223],[0.00053854],0.00053854
219,679310,1,[38179],[0.050449],0.050449
220,684853,1,[47581],[0.0001],0.0001
221,748653,1,[34068],[5.08e-06],5.08e-06
222,728276,1,[17206],[0.02987],0.02987
223,657750,1,[24944],[0.0692],0.0692
224,182402,1,[34068],[5.08e-06],5.08e-06
225,735018,1,[38766],[0.0009568],0.0009568
226,723671,3,"[47679, 51167, 17387]","[0.00816903, 0.0001, 0.0001]",0.00836903
227,757275,2,"[34475, 26001]","[0.0009568, 0.00052922]",0.0014860199999999998
228,708787,1,[41642],[0.0001],0.0001
229,491714,1,[47340],[0.0321],0.0321
230,657731,1,[39583],[0.0009568],0.0009568
231,745438,1,[23913],[0.48],0.48
232,768255,1,[35394],[0.001],0.001
233,179110,1,[17377],[0.008],0.008
234,687885,2,"[44251, 20673]","[0.003434, 0.214957]",0.218391
235,923559,1,[37520],[0.1277],0.1277
236,924751,1,[40497],[0.022181],0.022181
237,767792,1,[47119],[0.81],0.81
238,726419,1,[17694],[1.29],1.29
239,467425,1,[23405],[0.0066283],0.0066283
240,751940,1,[23198],[0.001125],0.001125
241,754480,1,[33835],[0.54925],0.54925
242,824626,1,[40034],[0.081744],0.081744
243,925545,1,[41903],[0.0483],0.0483
244,802654,2,"[17350, 47829]","[0.01, 0.003017]",0.013017
245,260356,1,[17208],[0.05936],0.05936
246,512395,1,[17138],[0.17],0.17
247,323784,1,[35952],[0.001],0.001
248,623881,1,[48227],[0.002554],0.002554
249,695642,1,[34248],[1.276e-05],1.276e-05
250,16997,1,[47581],[0.0001],0.0001
251,724377,1,[34482],[0.004039],0.004039
252,606225,2,"[34361, 12366]","[1.276e-05, 0.01842676]",0.01843952
253,790091,1,[39597],[0.0009568],0.0009568
254,679590,4,"[34704, 20278, 23676, 37188]","[0.02464, 0.00214414, 0.001899, 0.01]",0.03868314
255,649600,1,[23928],[0.62437233],0.62437233
256,175907,1,[44315],[0.0070748],0.0070748
257,689628,1,[17694],[1.29],1.29
258,654963,1,[23534],[0.031977],0.031977
259,749078,1,[35400],[0.071824],0.071824
260,177233,1,[18368],[0.0035158],0.0035158
261,634620,1,[34742],[0.006729],0.006729
262,798319,1,[17138],[0.17],0.17
263,759479,1,[30215],[0.285304],0.285304
264,714077,1,[33840],[0.0009568],0.0009568
265,654785,1,[36411],[0.526842],0.526842
266,11503,1,[47287],[0.001],0.001
267,390893,1,[37520],[0.1277],0.1277
268,637697,1,[17496],[0.22048779],0.22048779
269,702469,1,[52984],[0.001],0.001
270,829431,1,[15643],[0.22],0.22
271,362999,1,[40823],[0.236],0.236
272,631654,1,[199],[0.093329],0.093329
273,402104,1,[17499],[0.2248],0.2248
274,809196,1,[46689],[0.18921641],0.18921641
275,617757,1,[17737],[0.018925],0.018925
276,643432,1,[20458],[0.05301],0.05301
277,700091,1,[48218],[0.655312],0.655312
278,630784,1,[37717],[0.00054033],0.00054033
279,125821,1,[37583],[0.004511],0.004511
280,629156,1,[37520],[0.1277],0.1277
281,924769,1,[11887],[0.00054],0.00054
282,735881,1,[29361],[0.0070502],0.0070502
283,335089,1,[24467],[0.0001],0.0001
284,718903,1,[34768],[0.000603],0.000603
285,704633,1,[47240],[2.56986114],2.56986114
286,467737,1,[34111],[0.006222],0.006222
287,828597,1,[27071],[0.02],0.02
288,613755,1,[40605],[0.01],0.01
289,831568,1,[37526],[0.02331],0.02331
290,175491,1,[47949],[0.000504],0.000504
291,324479,1,[17512],[0.000611],0.000611
292,678628,1,[26816],[0.000646],0.000646
293,318409,1,[5807],[0.020912],0.020912
294,764175,1,[34437],[0.01],0.01
295,370276,1,[1830],[0.0009568],0.0009568
296,720450,1,[18144],[0.00105],0.00105
297,512717,1,[34425],[0.0009958],0.0009958
298,183751,1,[23683],[0.006904],0.006904
299,178694,1,[4907],[0.075924],0.075924
300,695055,1,[27629],[0.028782],0.028782
301,600111,1,[17767],[0.119952],0.119952
302,779958,1,[38993],[0.001125],0.001125
303,830789,1,[24330],[0.24423917],0.24423917
304,831326,1,[17138],[0.17],0.17
305,747522,1,[17147],[0.52040364],0.52040364
306,337246,1,[48300],[0.020121],0.020121
307,714195,1,[47294],[0.001108],0.001108
308,656028,1,[35191],[0.00057134],0.00057134
309,783094,1,[34560],[0.001617],0.001617
310,363731,1,[17302],[0.01153],0.01153
311,693907,1,[43813],[1.376],1.376
312,701248,1,[17244],[0.011129],0.011129
313,831698,1,[17233],[0.00053478],0.00053478
314,495540,1,[41475],[0.0003],0.0003
315,540935,1,[35401],[0.001],0.001
316,706831,1,[9110],[1.46259],1.46259
317,468167,1,[34309],[0.0009568],0.0009568
318,513925,1,[34090],[0.013735],0.013735
319,830087,1,[17157],[0.08006072],0.08006072
320,730728,1,[48469],[0.39698326],0.39698326
321,792827,1,[41703],[0.0009568],0.0009568
322,539772,1,[17387],[0.0001],0.0001
323,706108,1,[24355],[0.076162],0.076162
324,233702,1,[34726],[0.00642],0.00642
325,370959,1,[23684],[0.003157],0.003157
326,734492,1,[34095],[0.00345244],0.00345244
327,709766,1,[35501],[0.0009568],0.0009568
328,689867,1,[20992],[0.091266],0.091266
329,813568,1,[20672],[0.014321],0.014321
330,638727,1,[34230],[0.170623],0.170623
331,692074,1,[24035],[0.00056],0.00056
332,328017,1,[34811],[0.03968489],0.03968489
333,820848,2,"[46166, 24174]","[0.006904, 0.000785]",0.0076890000000000005
334,543138,1,[16983],[0.031977],0.031977
335,569377,1,[47581],[0.0001],0.0001
336,711497,1,[17214],[0.020912],0.020912
337,539701,1,[19622],[0.0009568],0.0009568
338,771144,1,[20575],[0.3025],0.3025
339,373074,1,[37526],[0.02331],0.02331
340,756923,1,[41915],[0.001841],0.001841
341,680891,1,[46966],[0.00112],0.00112
342,694352,1,[34483],[0.09],0.09
343,172156,1,[17198],[0.0053929],0.0053929
344,677123,1,[27578],[0.0009568],0.0009568
345,670064,3,"[30014, 19723, 34324]","[0.00058347, 0.001, 0.00108]",0.0026634700000000002
346,735789,1,[37158],[0.0009568],0.0009568
347,714844,1,[35230],[0.031977],0.031977
348,98128,1,[30085],[0.00052],0.00052
349,322217,1,[1947],[1.29],1.29
350,747820,2,"[5547, 17131]","[0.006222, 0.0018891]",0.0081111
351,544356,1,[39599],[0.0035606],0.0035606
352,808732,1,[24376],[0.001125],0.001125
353,820021,1,[24466],[0.3],0.3
354,335196,1,[46705],[0.014047],0.014047
355,668109,1,[17193],[0.9363],0.9363
356,731147,1,[34778],[0.000104],0.000104
357,599746,1,[37153],[9e-06],9e-06
358,829500,1,[34137],[7.423e-05],7.423e-05
359,757668,1,[35208],[0.006729],0.006729
360,178684,1,[16972],[0.000603],0.000603
361,593979,1,[17244],[0.011129],0.011129
362,695593,1,[47181],[0.0035158],0.0035158
363,772183,1,[35298],[0.006],0.006
364,322844,1,[47340],[0.0321],0.0321
365,745214,1,[12596],[0.066151],0.066151
366,81587,1,[34694],[0.007449],0.007449
367,654590,1,[28095],[3.394e-05],3.394e-05
368,689694,1,[36482],[0.001],0.001
369,782054,1,[48022],[0.39166253],0.39166253
370,826593,2,"[15539, 19488]","[2.248e-05, 0.017281]",0.01730348
371,468515,1,[17154],[0.00015121],0.00015121
372,233931,1,[43740],[0.006904],0.006904
373,258371,7,"[18143, 47240, 47785, 34673, 47943, 47676, 17658]","[0.0009568, 2.56986114, 0.00712041, 1.1983904, 0.0009568, 0.00955333, 0.0009568]",3.7877956800000003
374,792751,1,[27442],[0.00112],0.00112
375,648840,1,[41396],[0.00712041],0.00712041
376,675850,1,[20328],[0.0455695],0.0455695
377,711405,1,[4723],[0.0009568],0.0009568
378,615401,1,[17214],[0.020912],0.020912
379,636370,1,[17235],[0.00058347],0.00058347
380,721915,1,[17771],[0.060912],0.060912
381,829638,1,[40008],[0.001],0.001
382,175012,1,[40986],[0.00055037],0.00055037
383,830005,1,[16963],[0.001],0.001
384,98475,2,"[34304, 17187]","[0.0053929, 0.029526]",0.0349189
385,701506,1,[41915],[0.001841],0.001841
386,687337,1,[46817],[0.04576],0.04576
387,699291,1,[16923],[0.001125],0.001125
388,829688,1,[2552],[0.001395],0.001395
389,322155,1,[36022],[0.06],0.06
390,722447,1,[17737],[0.018925],0.018925
391,317945,1,[17155],[0.001],0.001
392,659658,1,[36000],[0.405535],0.405535
393,657173,1,[26632],[0.002775],0.002775
394,633111,1,[23676],[0.001899],0.001899
395,769476,1,[24465],[0.006222],0.006222
396,641843,1,[47212],[0.001826],0.001826
397,323202,1,[48396],[0.43168],0.43168
398,16867,1,[35042],[0.003696],0.003696
399,635605,1,[36063],[0.79],0.79
400,695982,2,"[17144, 47755]","[0.00037816, 0.000121]",0.00049916
401,685289,1,[18678],[1.61e-05],1.61e-05
402,336023,1,[44251],[0.003434],0.003434
403,724668,1,[36102],[0.00430529],0.00430529
404,361632,1,[45247],[0.001],0.001
405,467033,1,[38008],[0.0009568],0.0009568
406,808336,1,[23153],[1.379e-05],1.379e-05
407,28550,1,[20308],[0.070148],0.070148
408,710313,1,[34742],[0.006729],0.006729
409,183087,1,[17154],[0.00015121],0.00015121
410,336864,1,[24474],[0.0009539],0.0009539
411,178006,1,[34468],[0.001],0.001
412,243230,1,[34724],[0.39166253],0.39166253
413,788080,1,[39865],[0.0009568],0.0009568
414,710749,1,[34296],[0.0009568],0.0009568
415,718871,1,[39504],[0.003365],0.003365
416,608091,1,[40598],[0.020912],0.020912
417,733656,1,[41903],[0.0483],0.0483
418,335928,1,[34768],[0.000603],0.000603
419,697584,4,"[23669, 34112, 34061, 34334]","[0.061, 0.00056, 0.072, 0.02]",0.15355999999999997
420,623369,1,[35399],[0.000601],0.000601
421,726306,1,[34394],[0.00056],0.00056
422,671384,1,[30797],[6.75e-06],6.75e-06
423,763538,2,"[47340, 27584]","[0.0321, 0.001]",0.0331
424,813742,1,[17435],[0.0001],0.0001
425,654802,1,[47671],[0.001125],0.001125
426,324107,1,[47785],[0.00712041],0.00712041
427,660869,1,[17302],[0.01153],0.01153
428,125507,1,[37520],[0.1277],0.1277
429,540036,1,[35200],[0.0144],0.0144
430,327506,1,[23343],[0.0009568],0.0009568
431,245290,1,[20650],[0.0009568],0.0009568
432,326687,1,[34433],[0.027193],0.027193
433,829447,1,[25891],[0.0006],0.0006
434,773767,1,[34386],[5.08e-06],5.08e-06
435,337222,1,[34128],[1.12],1.12
436,613825,1,[35302],[0.000605],0.000605
437,609802,1,[30215],[0.285304],0.285304
438,749238,1,[23683],[0.006904],0.006904
439,682782,1,[16944],[0.006235],0.006235
440,299505,1,[43451],[0.0001],0.0001
441,719277,1,[24472],[0.0009568],0.0009568
442,139448,2,"[38216, 17481]","[0.000603, 0.163511]",0.16411399999999998
443,671574,1,[24944],[0.0692],0.0692
444,363860,1,[35450],[0.372356],0.372356
445,740792,1,[50096],[0.013735],0.013735
446,693976,1,[20750],[0.00066681],0.00066681
447,733175,1,[47258],[0.006157],0.006157
448,720411,1,[40386],[7.71e-06],7.71e-06
449,513626,1,[34301],[0.001252],0.001252
450,715022,1,[16972],[0.000603],0.000603
451,650257,1,[25951],[0.006222],0.006222
452,791382,1,[41916],[0.49558119],0.49558119
453,771019,1,[17527],[0.00093183],0.00093183
454,753212,1,[35098],[0.15],0.15
455,318461,1,[19493],[0.48],0.48
456,817487,1,[24113],[0.026416],0.026416
457,328529,1,[36411],[0.526842],0.526842
458,735478,1,[48404],[0.0001],0.0001
459,521794,1,[17154],[0.00015121],0.00015121
460,725223,1,[24335],[0.0001],0.0001
461,323012,1,[34299],[0.0009568],0.0009568
462,737951,1,[24333],[1.46035],1.46035
463,719038,1,[16920],[0.001125],0.001125
464,765077,1,[23676],[0.001899],0.001899
465,542140,1,[47681],[0.001125],0.001125
466,468286,1,[17206],[0.02987],0.02987
467,467600,1,[34446],[0.0007308],0.0007308
468,821736,1,[15236],[0.0062613],0.0062613
469,772096,1,[34274],[0.031977],0.031977
470,712047,1,[37436],[0.002956],0.002956
471,493385,1,[16922],[0.013735],0.013735
472,723983,1,[34649],[0.0008],0.0008
473,778879,1,[36000],[0.405535],0.405535
474,582494,1,[38184],[0.1728],0.1728
475,328152,1,[37188],[0.01],0.01
476,926739,4,"[35967, 19650, 34039, 45435]","[0.0009568, 0.00816903, 0.06, 0.54717]",0.6162958300000001
477,704463,1,[2730],[0.019193],0.019193
478,318250,1,[17426],[0.0009568],0.0009568
479,494737,1,[17369],[0.001125],0.001125
480,623607,1,[17798],[0.002775],0.002775
481,540697,1,[39839],[0.00054],0.00054
482,588111,1,[23409],[0.9363],0.9363
483,724753,1,[41795],[0.00863],0.00863
484,702602,1,[50000],[0.214957],0.214957
485,392457,3,"[47829, 51132, 35056]","[0.003017, 0.0001, 0.217191]",0.220308
486,735138,1,[19420],[6.74e-06],6.74e-06
487,713692,1,[28064],[0.050449],0.050449
488,679362,1,[35972],[1.56427],1.56427
489,468169,1,[47669],[0.6842],0.6842
490,539697,1,[34038],[0.04],0.04
491,923479,1,[39254],[0.02987],0.02987
492,807149,1,[2587],[0.0768],0.0768
493,764386,1,[24472],[0.0009568],0.0009568
494,619278,1,[8378],[0.0009958],0.0009958
495,623612,1,[47016],[0.001125],0.001125
496,724326,1,[14835],[0.0170786],0.0170786
497,370860,1,[34299],[0.0009568],0.0009568
498,728443,1,[34112],[0.00056],0.00056
499,671400,1,[8596],[0.02127219],0.02127219
500,679236,1,[18268],[0.00093183],0.00093183
501,513732,1,[17193],[0.9363],0.9363
502,734694,1,[4127],[0.025238],0.025238
503,763023,1,[33929],[0.118],0.118
504,466108,1,[17708],[0.0692],0.0692
505,326393,1,[34038],[0.04],0.04
506,495398,1,[37158],[0.0009568],0.0009568
507,468025,1,[47287],[0.001],0.001
508,540300,1,[23723],[0.050597],0.050597
509,323911,1,[34694],[0.007449],0.007449
510,676124,1,[35294],[0.006185],0.006185
511,258982,1,[35967],[0.0009568],0.0009568
512,926058,2,"[24035, 34628]","[0.00056, 0.00498]",0.00554
513,711737,1,[35221],[7.423e-05],7.423e-05
514,541385,1,[34386],[5.08e-06],5.08e-06
515,661428,1,[23675],[0.0009568],0.0009568
516,468245,1,[47949],[0.000504],0.000504
517,813920,1,[840],[0.006222],0.006222
518,772257,1,[28174],[0.002956],0.002956
519,603575,1,[7920],[0.02070027],0.02070027
520,726043,1,[43150],[0.002997],0.002997
521,390335,1,[34089],[0.00863],0.00863
522,663472,1,[35401],[0.001],0.001
523,175131,1,[27798],[3.25],3.25
524,733874,1,[40601],[0.08797584],0.08797584
525,817944,1,[20308],[0.070148],0.070148
526,738179,1,[39975],[0.02254992],0.02254992
527,326720,1,[37151],[0.10494707],0.10494707
528,636254,1,[47259],[0.003772],0.003772
529,391642,1,[17369],[0.001125],0.001125
530,711611,1,[23913],[0.48],0.48
531,717832,1,[37526],[0.02331],0.02331
532,579608,1,[16754],[0.000785],0.000785
533,713337,1,[34563],[0.526842],0.526842
534,178590,1,[17358],[0.0001],0.0001
535,576071,1,[27818],[0.375984],0.375984
536,29855,1,[35129],[0.00214414],0.00214414
537,467431,2,"[17481, 24338]","[0.163511, 0.723]",0.8865109999999999
538,16817,1,[16966],[0.03],0.03
539,765312,1,[35681],[0.050597],0.050597
540,678824,1,[20750],[0.00066681],0.00066681
541,773765,1,[17206],[0.02987],0.02987
542,792439,1,[27697],[0.000216],0.000216
543,644089,1,[34568],[0.54717],0.54717
544,795495,1,[18367],[0.00642],0.00642
545,811259,1,[17439],[0.020912],0.020912
546,512150,1,[37188],[0.01],0.01
547,469178,1,[47219],[1.276e-05],1.276e-05
548,611358,1,[17416],[0.39698326],0.39698326
549,747542,1,[17387],[0.0001],0.0001
550,603073,1,[34308],[0.002554],0.002554
551,739657,1,[41647],[0.0010862],0.0010862
552,620421,2,"[36638, 43849]","[0.002568, 0.54717]",0.5497380000000001
553,643849,1,[44970],[0.006222],0.006222
554,737293,1,[37114],[0.004361],0.004361
555,178019,1,[16938],[0.000852],0.000852
556,832048,1,[41642],[0.0001],0.0001
557,777180,1,[14318],[0.537464],0.537464
558,178600,1,[34137],[7.423e-05],7.423e-05
559,686610,1,[17154],[0.00015121],0.00015121
560,543765,1,[34338],[0.00214414],0.00214414
561,723443,1,[34581],[0.000715],0.000715
562,125514,1,[47297],[0.0144],0.0144
563,631101,1,[27480],[0.00094812],0.00094812
564,715195,1,[37452],[0.074915],0.074915
565,176298,1,[46705],[0.014047],0.014047
566,687684,1,[17153],[0.537464],0.537464
567,179025,1,[34312],[0.09482638],0.09482638
568,469144,1,[39472],[0.001],0.001
569,823778,1,[34657],[0.001125],0.001125
570,724291,1,[19812],[0.028782],0.028782
571,658309,1,[34090],[0.013735],0.013735
572,738679,1,[37890],[0.00054],0.00054
573,513978,1,[23684],[0.003157],0.003157
574,714555,1,[21725],[0.017281],0.017281
575,686425,1,[40068],[0.001125],0.001125
576,654103,1,[47943],[0.0009568],0.0009568
577,822351,1,[23290],[0.526842],0.526842
578,328229,1,[16754],[0.000785],0.000785
579,118588,1,[46817],[0.04576],0.04576
